ID,TITULO,INFOS,VALOR,LOCAL,DATA_ANUNCIO,LINK,DATA_COLETA_METADADOS,DATA_COLETA_COMPLETA,UF,Ano
995293221,S10 LTZ 2013 extra,160.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 86.900,"Aparecida de Goiânia, Residencial Caraíbas - DDD 62","Hoje, 20:12",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-2013-extra-995293221,2022-05-04,,go,
996265389,Onix Lt Mt,71.759 km  |  Câmbio: Manual  |  Flex  |  ,R$ 69.900,"Goiânia, Setor Marista - DDD 62","Hoje, 20:12",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-mt-996265389,2022-05-04,,go,
1025782894,HYUNDAI HB20 1.6 COMFORT PLUS AUT (FLEX) 2016,53.171 km  |  Câmbio: Automático  |  Flex  |  ,R$ 69.900,"Aparecida de Goiânia, Parque Amazônia - DDD 62","Hoje, 20:12",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-comfort-plus-aut-flex-2016-1025782894,2022-05-04,,go,
1028195618,Gol CLI 1.6 AP ,199.999 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 8.700,"Goiânia, Vila Redenção - DDD 62","Hoje, 20:12",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/gol-cli-1-6-ap-1028195618,2022-05-04,,go,
980413462,FIORINO 2020/2021 1.4 MPI FURGAO HARD WORKING 8V FLEX 2P MANUAL,60.137 km  |  Câmbio: Manual  |  Flex  |  ,R$ 83.000,"Goiânia, Setor Bueno - DDD 62","Hoje, 20:11",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/fiorino-2020-2021-1-4-mpi-furgao-hard-working-8v-flex-2p-manual-980413462,2022-05-04,,go,
1012978727,MACAN 2019/2020 3.0 S 24V V6 GASOLINA 4P AUTOMÁTICO,9.500 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 660.000,"Goiânia, Setor Marista - DDD 62","Hoje, 20:11",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/macan-2019-2020-3-0-s-24v-v6-gasolina-4p-automatico-1012978727,2022-05-04,,go,
1028195161,Kia Sportage 2.0 Lx,148.525 km  |  Câmbio: Automático  |  Flex  |  ,R$ 75.900,"Goiânia, Setor Bueno - DDD 62","Hoje, 20:11",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/kia-sportage-2-0-lx-1028195161,2022-05-04,,go,
1025671244,RANGER 2005/2005 2.8 XLT 4X4 8V TURBO INTERCOOLER DIESEL 4P,0 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 45.000,"Goiânia, Setor Oeste - DDD 62","Hoje, 20:10",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/ranger-2005-2005-2-8-xlt-4x4-8v-turbo-intercooler-diesel-4p-1025671244,2022-05-04,,go,
1028170192,SMART TURBO CABRIO PASSION 2013,52.000 km  |  Câmbio: Semi-Automático  |  Gasolina  |  ,R$ 108.790,Goiânia - DDD 62,"Hoje, 20:10",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/smart-turbo-cabrio-passion-2013-1028170192,2022-05-04,,go,
1013041078,Wv. Amarok 2019/2020 V.6 High3.0 CD. 4X4 Aut. Diesel Preta.,34.720 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 235.000,"Goiânia, Setor Aeroporto - DDD 62","Hoje, 20:10",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/wv-amarok-2019-2020-v-6-high3-0-cd-4x4-aut-diesel-preta-1013041078,2022-05-04,,go,
1028194631,Honda HR-V EXL,114.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 87.500,"Goiânia, Jardins Lisboa - DDD 62","Hoje, 20:08",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-exl-1028194631,2022-05-04,,go,
964389637,S10 2021/2022 2.8 16V TURBO DIESEL LTZ CD 4X4 AUTOMÁTICO,18.500 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 257.900,"Goiânia, Setor Oeste - DDD 62","Hoje, 20:08",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/s10-2021-2022-2-8-16v-turbo-diesel-ltz-cd-4x4-automatico-964389637,2022-05-04,,go,
999046169,Voyage turbo,0 km  |  Câmbio: Manual  |  Álcool  |  ,R$ 56.000,"Caldas Novas, Bandeirante - DDD 64","Hoje, 20:07",https://go.olx.com.br/regiao-de-rio-verde-e-caldas-novas/autos-e-pecas/carros-vans-e-utilitarios/voyage-turbo-999046169,2022-05-04,,go,
998113892,Fiat Toro 2.0 16v Turbo Ranch 4wd,81.349 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 159.900,"Goiânia, Setor Bueno - DDD 62","Hoje, 20:07",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2-0-16v-turbo-ranch-4wd-998113892,2022-05-04,,go,
993388580,Golf 2013 limited edition - financie rápido e fácil ,93.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 0,"Goiânia, Cidade Jardim - DDD 62","Hoje, 20:07",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/golf-2013-limited-edition-financie-rapido-e-facil-993388580,2022-05-04,,go,
1028194110,RANGER limited 3.2 * leia o anúncio *,125.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 105.000,"Anápolis, Vila Industrial - DDD 62","Hoje, 20:06",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/ranger-limited-3-2-leia-o-anuncio-1028194110,2022-05-04,,go,
1022241467,Hyundai Hb20 1.0 Comfort 12v,100 km  |  Câmbio: Manual  |  Flex  |  ,R$ 48.078,"Goiânia, Setor Bela Vista - DDD 62","Hoje, 20:06",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-12v-1022241467,2022-05-04,,go,
1021894957,Kia Sportage 2.0 ex 4x2 16v,150.775 km  |  Câmbio: Automático  |  Flex  |  ,R$ 129.990,"Goiânia, Setor Bela Vista - DDD 62","Hoje, 20:06",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/kia-sportage-2-0-ex-4x2-16v-1021894957,2022-05-04,,go,
