ID,TITULO,INFOS,VALOR,LOCAL,DATA_ANUNCIO,LINK,DATA_COLETA_METADADOS,DATA_COLETA_COMPLETA,UF,Ano
1028340984,Honda Wr-V EXL 2019,32.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 104.500,"Santo Ângelo, Centro - DDD 55","Hoje, 08:58",https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/honda-wr-v-exl-2019-1028340984,2022-05-04,,rs,2019
1025690842,FORD KA 2020/2020 1.5 TI-VCT FLEX SE MANUAL,22.652 km  |  Câmbio: Manual  |  Flex  |  ,R$ 61.910,"Porto Alegre, Petrópolis - DDD 51","Hoje, 08:57",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2020-2020-1-5-ti-vct-flex-se-manual-1025690842,2022-05-04,,rs,
1028340215,Onix 1.4 ltz 2014,73.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 50.500,Horizontina - DDD 55,"Hoje, 08:57",https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/onix-1-4-ltz-2014-1028340215,2022-05-04,,rs,2014
1008873777,GM - Chevrolet S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut 2019 Diesel,89.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 190.000,"Pelotas, Centro - DDD 53","Hoje, 08:56",https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-s10-pick-up-lt-2-8-tdi-4x4-cd-diesel-aut-2019-diesel-1008873777,2022-05-04,,rs,2019
926813910,ETIOS 2019/2020 1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO,50.669 km  |  Câmbio: Automático  |  Flex  |  ,R$ 70.900,"Canoas, Marechal Rondon - DDD 51","Hoje, 08:56",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/etios-2019-2020-1-5-x-plus-sedan-16v-flex-4p-automatico-926813910,2022-05-04,,rs,
984751007,RENAULT SANDERO AUTHENTIC 2018 STARVEICULOS,81.500 km  |  Câmbio: Manual  |  Flex  |  ,R$ 45.700,"Canoas, São Luis - DDD 51","Hoje, 08:56",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-authentic-2018-starveiculos-984751007,2022-05-04,,rs,2018
1014098536,S10 High Country 2020,51.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 220.000,"Novo Hamburgo, Pátria Nova - DDD 51","Hoje, 08:54",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/s10-high-country-2020-1014098536,2022-05-04,,rs,2020
1001605411,Strada Adventure 2009,188.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 46.000,Santa Rosa - DDD 55,"Hoje, 08:54",https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/strada-adventure-2009-1001605411,2022-05-04,,rs,2009
823669549,Mitsubishi L200 Triton Sport HPE-S 2023 * Pronta entrega ,0 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 0,"Pelotas, Areal - DDD 53","Hoje, 08:39",https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-l200-triton-sport-hpe-s-2023-pronta-entrega-823669549,2022-05-04,,rs,2023
929645066,Opala deluxo 1971 - Único dono - RARIDADE,68.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 67.900,"Santa Cruz do Sul, Goiás - DDD 51","Hoje, 08:38",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/opala-deluxo-1971-unico-dono-raridade-929645066,2022-05-04,,rs,1970
1000551117,Fiat Argo 2018,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 58.900,"São Leopoldo, Scharlau - DDD 51","Hoje, 08:37",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2018-1000551117,2022-05-04,,rs,2018
1028335687,Toyota Hilux SRV AUTOMÁTICA segundo dono,189.000 km  |  Câmbio: Automático  |  Diesel  |  ,,Montenegro - DDD 51,"Hoje, 08:37",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srv-automatica-segundo-dono-1028335687,2022-05-04,,rs,2006
963194679,Honda WR-V EX 1.5 4P,89.200 km  |  Câmbio: Automático  |  Flex  |  ,R$ 88.900,Canela - DDD 54,"Hoje, 08:37",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/honda-wr-v-ex-1-5-4p-963194679,2022-05-04,,rs,2018
1025223468,Ecosport 1.6 Xlt Freestyle 2008 Placa i ,90.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 33.000,"Caxias do Sul, Exposição - DDD 54","Hoje, 08:33",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ecosport-1-6-xlt-freestyle-2008-placa-i-1025223468,2022-05-04,,rs,2008
1011527548,"Montana Combo 1.4, Furgão, 2010 ",0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 30.000,"Porto Alegre, Jardim Lindóia - DDD 51","Hoje, 08:33",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/montana-combo-1-4-furgao-2010-1011527548,2022-05-04,,rs,2010
1023490841,"I30 1.8 Automatico 2014 com apenas 52.000km!!! R$69.900,00",52.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 69.900,"Porto Alegre, Jardim Botânico - DDD 51","Hoje, 08:33",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/i30-1-8-automatico-2014-com-apenas-52-000km-r-69-900-00-1023490841,2022-05-04,,rs,2014
